track_id,genre_top,genre_idx,split,duration_actual,rms_mean,file_size_kb
3271,Folk,2,training,29.976598639455784,0.04823469743132591,938.2724609375
3272,Folk,2,training,29.976598639455784,0.09674076735973358,938.2744140625
3273,Folk,2,training,30.002721088435376,0.06526073813438416,939.08984375
3274,Folk,2,training,30.002721088435376,0.09444405883550644,939.0927734375
3492,Rock,7,training,30.002721088435376,0.06069349870085716,939.283203125
3532,Pop,6,training,30.002721088435376,0.06183701381087303,939.373046875
3533,Pop,6,training,30.002721088435376,0.07546065747737885,939.3623046875
3534,Pop,6,training,29.976598639455784,0.09819140285253525,938.5634765625
3535,Pop,6,training,29.976598639455784,0.07057440280914307,938.5439453125
3537,Pop,6,training,29.976598639455784,0.05872229114174843,938.5712890625
3538,Pop,6,training,29.976598639455784,0.04465552419424057,938.5517578125
3573,Electronic,0,training,30.002721088435376,0.14942319691181183,939.0126953125
3598,Folk,2,training,29.976598639455784,0.08702031522989273,938.5927734375
3624,Rock,7,test,30.002721088435376,0.18681089580059052,939.1630859375
3707,Folk,2,training,30.002721088435376,0.08666959404945374,939.0556640625
3708,Folk,2,training,29.976598639455784,0.10585290193557739,938.244140625
3720,Rock,7,training,29.976598639455784,0.1887568086385727,469.6484375
3721,Rock,7,training,29.976598639455784,0.2079567313194275,469.623046875
3722,Rock,7,training,29.976598639455784,0.2391541600227356,469.619140625
3724,Rock,7,training,30.002721088435376,0.23765496909618378,470.05859375
3725,Rock,7,training,29.976598639455784,0.2047622948884964,469.6337890625
3761,Rock,7,training,30.002721088435376,0.06264403462409973,939.052734375
3762,Rock,7,training,30.002721088435376,0.14097726345062256,939.072265625
3763,Rock,7,training,29.976598639455784,0.15835852921009064,938.2548828125
3765,Rock,7,training,29.976598639455784,0.1569165587425232,938.25390625
3766,Rock,7,training,29.976598639455784,0.2039622813463211,938.2509765625
3775,International,5,training,29.976598639455784,0.06421490758657455,938.291015625
3776,International,5,training,30.002721088435376,0.08740945905447006,939.109375
3777,International,5,training,29.976598639455784,0.062206074595451355,938.28125
3778,International,5,training,29.976598639455784,0.09418946504592896,938.287109375
3779,International,5,training,29.976598639455784,0.07991644740104675,938.28515625
3832,Folk,2,training,29.976598639455784,0.06643664091825485,938.7294921875
3833,Rock,7,training,29.976598639455784,0.17474797368049622,938.23828125
3840,Rock,7,training,29.976598639455784,0.19293586909770966,938.400390625
3880,Folk,2,training,29.976598639455784,0.08302588760852814,938.7177734375
3895,International,5,training,29.976598639455784,0.13075721263885498,938.72265625
3896,International,5,training,29.976598639455784,0.14785313606262207,938.73046875
3904,Folk,2,training,30.002721088435376,0.24677713215351105,939.0634765625
3905,Folk,2,training,29.976598639455784,0.152886763215065,938.416015625
3906,Folk,2,training,30.002721088435376,0.1915150284767151,939.23046875
3908,Folk,2,training,29.976598639455784,0.18708699941635132,938.4140625
3909,Folk,2,training,29.976598639455784,0.20959846675395966,938.4365234375
3910,Folk,2,training,29.976598639455784,0.18516959249973297,938.25
3911,Folk,2,training,30.002721088435376,0.21484221518039703,939.2451171875
3912,Folk,2,training,29.976598639455784,0.1872619241476059,938.2626953125
3913,Folk,2,training,29.976598639455784,0.18883195519447327,938.25390625
3920,Folk,2,training,29.976598639455784,0.10410130769014359,938.3896484375
3921,Folk,2,training,30.002721088435376,0.0726839005947113,939.2099609375
3950,Rock,7,training,30.002721088435376,0.09755820780992508,939.1640625
4013,Folk,2,training,29.976598639455784,0.015119033865630627,938.2470703125
4017,Folk,2,training,29.976598639455784,0.03011949546635151,938.25
4022,Rock,7,validation,30.002721088435376,0.10772204399108887,939.1318359375
4037,Folk,2,training,30.002721088435376,0.1048051044344902,939.1796875
4066,Folk,2,training,29.976598639455784,0.05100978910923004,938.6357421875
4067,Folk,2,training,29.976598639455784,0.04852069914340973,938.638671875
4068,Folk,2,training,30.002721088435376,0.048887137323617935,939.4736328125
4069,Folk,2,training,29.976598639455784,0.06962337344884872,938.677734375
4070,International,5,training,29.976598639455784,0.15158575773239136,938.6689453125
4071,International,5,training,29.976598639455784,0.1695588380098343,938.6669921875
4072,International,5,training,30.002721088435376,0.13229304552078247,939.4775390625
4073,International,5,training,29.976598639455784,0.15471233427524567,938.6611328125
4074,International,5,training,29.976598639455784,0.1511593759059906,938.6572265625
4075,International,5,training,29.976598639455784,0.15930749475955963,938.6669921875
4076,International,5,training,29.976598639455784,0.14255434274673462,938.67578125
4077,International,5,training,29.976598639455784,0.12698937952518463,938.6904296875
4078,International,5,training,29.976598639455784,0.14805079996585846,938.6689453125
4079,International,5,training,29.976598639455784,0.12973859906196594,938.6689453125
4080,International,5,training,30.002721088435376,0.15246227383613586,939.478515625
4091,International,5,training,30.002721088435376,0.10237352550029755,939.111328125
4092,International,5,training,30.002721088435376,0.09984947741031647,939.1220703125
4093,International,5,training,30.002721088435376,0.08506891876459122,939.1162109375
4094,International,5,training,30.002721088435376,0.11177687346935272,939.1181640625
4095,International,5,training,30.002721088435376,0.059165772050619125,939.12109375
4096,International,5,training,29.976598639455784,0.12891431152820587,938.306640625
4097,International,5,training,29.976598639455784,0.10042601078748703,938.302734375
4098,International,5,training,29.976598639455784,0.07883423566818237,938.30078125
4099,International,5,training,29.976598639455784,0.07357250154018402,938.3037109375
4100,International,5,training,30.002721088435376,0.10035113990306854,939.123046875
4101,International,5,training,29.976598639455784,0.07931400090456009,938.3095703125
4102,International,5,training,30.002721088435376,0.08743748068809509,939.123046875
4103,International,5,training,29.976598639455784,0.08850264549255371,938.306640625
4108,Rock,7,test,29.976598639455784,0.0922054722905159,704.0283203125
4232,International,5,training,30.002721088435376,0.037541329860687256,939.2822265625
4233,International,5,training,30.002721088435376,0.028853708878159523,939.2578125
4234,International,5,training,29.976598639455784,0.036548249423503876,938.4453125
4235,International,5,training,30.002721088435376,0.03250211104750633,939.2724609375
4236,International,5,training,30.002721088435376,0.02735874243080616,939.296875
4239,International,5,training,29.976598639455784,0.03766736760735512,938.44140625
4450,Folk,2,training,29.976598639455784,0.03723295032978058,938.3603515625
4507,International,5,training,30.002721088435376,0.054669398814439774,939.501953125
4508,International,5,training,30.002721088435376,0.06026807054877281,939.4873046875
4509,International,5,training,30.002721088435376,0.15103499591350555,939.478515625
4510,International,5,training,29.976598639455784,0.0929221510887146,938.6611328125
4511,International,5,training,30.002721088435376,0.07781524211168289,939.4873046875
4519,Electronic,0,training,29.976598639455784,0.17928434908390045,938.2431640625
4520,Electronic,0,training,30.002721088435376,0.14932893216609955,939.0791015625
4521,Electronic,0,training,30.002721088435376,0.13902796804904938,939.05859375
4522,Electronic,0,training,29.976598639455784,0.19800341129302979,938.2451171875
4682,Hip-Hop,3,training,29.976598639455784,0.11169327050447464,938.2578125
4684,Hip-Hop,3,training,30.002721088435376,0.1229669377207756,939.064453125
4685,Hip-Hop,3,training,29.976598639455784,0.16976167261600494,938.2392578125
4688,Hip-Hop,3,training,30.002721088435376,0.14429768919944763,939.0634765625
4777,Rock,7,training,29.976598639455784,0.1426597237586975,938.6201171875
4778,Rock,7,training,30.002721088435376,0.09694051742553711,939.4384765625
4779,Rock,7,training,30.002721088435376,0.15147680044174194,939.4423828125
4780,Rock,7,training,29.976598639455784,0.14160645008087158,938.6357421875
4781,Rock,7,training,29.976598639455784,0.14033947885036469,938.62109375
4782,Rock,7,training,30.002721088435376,0.18278808891773224,939.4482421875
4784,Rock,7,training,29.976598639455784,0.13935744762420654,938.626953125
4785,Rock,7,training,30.002721088435376,0.18222449719905853,939.4609375
4786,Rock,7,training,30.002721088435376,0.19496464729309082,939.4453125
4787,Rock,7,training,30.002721088435376,0.1639423817396164,939.443359375
4788,Rock,7,training,30.002721088435376,0.16690614819526672,939.439453125
4799,Rock,7,training,30.002721088435376,0.17996548116207123,939.1826171875
4835,Rock,7,training,30.002721088435376,0.19930937886238098,939.0537109375
4836,Rock,7,training,30.002721088435376,0.22258469462394714,939.064453125
4838,Rock,7,training,29.976598639455784,0.1691177934408188,938.240234375
4846,International,5,training,29.976598639455784,0.009575627744197845,938.501953125
4848,International,5,training,29.976598639455784,0.030338438227772713,938.5126953125
4849,International,5,training,29.976598639455784,0.08170270919799805,938.498046875
5006,Rock,7,training,30.002721088435376,0.3432665467262268,939.4697265625
5156,Folk,2,training,29.976598639455784,0.0997912734746933,938.6064453125
5157,Folk,2,training,30.002721088435376,0.05340639874339104,939.4267578125
5158,Folk,2,training,29.976598639455784,0.05755414441227913,938.6064453125
5159,Folk,2,training,30.002721088435376,0.08211015164852142,939.4287109375
5169,Folk,2,training,30.002721088435376,0.07092659920454025,939.439453125
5170,Folk,2,training,30.002721088435376,0.049769602715969086,939.4248046875
5171,Folk,2,training,30.002721088435376,0.07706021517515182,939.423828125
5191,Pop,6,validation,30.002721088435376,0.12818211317062378,939.4599609375
5264,Hip-Hop,3,training,29.976598639455784,0.18674282729625702,938.5595703125
5268,Hip-Hop,3,training,29.976598639455784,0.1544857919216156,938.23046875
5376,Folk,2,training,29.976598639455784,0.14201878011226654,938.6845703125
5381,Folk,2,training,30.002721088435376,0.0971708670258522,939.4970703125
5521,Experimental,1,training,30.002721088435376,0.12264695763587952,704.6201171875
5879,Folk,2,training,30.002721088435376,0.16420865058898926,587.4208984375
5936,Folk,2,training,30.002721088435376,0.07725019752979279,939.1953125
5940,Folk,2,training,30.002721088435376,0.11462468653917313,939.2197265625
6329,International,5,training,29.976598639455784,0.15867483615875244,938.4853515625
6330,International,5,training,30.002721088435376,0.16222746670246124,939.240234375
6331,International,5,validation,29.976598639455784,0.07923924922943115,938.3876953125
6332,International,5,training,29.976598639455784,0.07396247237920761,938.6953125
6333,International,5,validation,30.002721088435376,0.10979034006595612,939.5380859375
6342,International,5,training,29.976598639455784,0.07032568752765656,938.4638671875
6354,International,5,training,30.002721088435376,0.15283676981925964,939.2314453125
6357,International,5,training,30.002721088435376,0.17164161801338196,939.505859375
6358,International,5,validation,30.002721088435376,0.09747055172920227,939.203125
6360,International,5,training,29.976598639455784,0.15151622891426086,938.474609375
6363,International,5,validation,30.002721088435376,0.1459818333387375,939.5380859375
6366,International,5,training,30.002721088435376,0.09242025762796402,939.26171875
6367,International,5,training,30.002721088435376,0.09853804111480713,939.2568359375
6368,International,5,validation,29.976598639455784,0.1213521808385849,938.38671875
6370,International,5,training,30.002721088435376,0.11308034509420395,939.5068359375
6372,International,5,validation,29.976598639455784,0.11960683017969131,938.72265625
6373,International,5,training,30.002721088435376,0.10504518449306488,939.3125
6376,International,5,validation,29.976598639455784,0.1627349853515625,938.3876953125
6379,International,5,training,29.976598639455784,0.12000827491283417,938.41796875
6380,International,5,validation,29.976598639455784,0.14156940579414368,938.7216796875
6381,International,5,training,29.976598639455784,0.15512773394584656,938.6923828125
6382,International,5,training,30.002721088435376,0.1280919909477234,939.294921875
6383,International,5,training,30.002721088435376,0.12754084169864655,939.28125
6385,International,5,validation,30.002721088435376,0.12348563969135284,939.5380859375
6387,International,5,training,29.976598639455784,0.0965641438961029,938.7041015625
6389,International,5,training,29.976598639455784,0.07970400154590607,938.4228515625
6390,International,5,validation,30.002721088435376,0.11339128017425537,939.2041015625
6393,International,5,training,29.976598639455784,0.07988161593675613,938.3955078125
6394,International,5,training,30.002721088435376,0.1215362399816513,939.291015625
6396,International,5,training,30.002721088435376,0.12772665917873383,939.263671875
6406,Folk,2,training,30.002721088435376,0.08034079521894455,939.1162109375
6407,Folk,2,training,30.002721088435376,0.07355932891368866,939.1083984375
6439,Hip-Hop,3,training,30.002721088435376,0.10017169266939163,939.3818359375
6440,Hip-Hop,3,training,29.976598639455784,0.07224003970623016,938.5615234375
6442,Hip-Hop,3,training,29.976598639455784,0.09540816396474838,938.57421875
6443,Hip-Hop,3,training,30.002721088435376,0.09356030076742172,939.3740234375
6448,Hip-Hop,3,training,30.002721088435376,0.06255127489566803,939.41015625
6459,International,5,training,30.002721088435376,0.12656226754188538,939.263671875
6461,Folk,2,validation,29.976598639455784,0.1763668805360794,938.318359375
6463,Folk,2,validation,30.002721088435376,0.15846829116344452,939.138671875
6467,Folk,2,validation,30.002721088435376,0.06892864406108856,939.1513671875
6469,International,5,training,29.976598639455784,0.0920216515660286,938.46484375
6517,Rock,7,training,29.988979591836735,0.1133662611246109,469.4453125
6519,Rock,7,training,29.988979591836735,0.10764241963624954,469.4560546875
6603,Hip-Hop,3,training,29.976598639455784,0.09807725995779037,938.2265625
6605,Hip-Hop,3,training,30.002721088435376,0.08571407198905945,939.044921875
6606,Hip-Hop,3,training,29.976598639455784,0.09178877621889114,938.232421875
6607,Hip-Hop,3,training,29.976598639455784,0.1031666249036789,938.2265625
6608,Hip-Hop,3,training,30.002721088435376,0.10915466398000717,939.05078125
6609,Hip-Hop,3,training,30.002721088435376,0.06326224654912949,939.0380859375
6610,Hip-Hop,3,training,30.002721088435376,0.10078256577253342,939.052734375
6611,Hip-Hop,3,training,30.002721088435376,0.13156010210514069,939.044921875
6674,Experimental,1,training,29.976598639455784,0.09576211124658585,938.5654296875
6675,Experimental,1,training,29.976598639455784,0.4712960422039032,938.4775390625
6677,Experimental,1,training,30.002721088435376,0.6290416121482849,939.25
6679,Experimental,1,training,30.002721088435376,0.6110411882400513,939.3115234375
6680,Experimental,1,training,30.002721088435376,0.5840062499046326,939.416015625
6684,Experimental,1,training,30.002721088435376,0.7352038025856018,939.2529296875
6762,Folk,2,validation,30.002721088435376,0.24203911423683167,939.13671875
6776,Rock,7,training,29.976598639455784,0.04003451019525528,938.3955078125
6778,Rock,7,training,30.002721088435376,0.05637582018971443,939.1865234375
6779,Folk,2,validation,29.976598639455784,0.07061208039522171,1172.7939453125
6782,Folk,2,validation,30.002721088435376,0.0483422614634037,1173.8056640625
6783,Folk,2,validation,29.976598639455784,0.06481204181909561,1172.7919921875
6788,Rock,7,training,29.976598639455784,0.2013894021511078,938.2939453125
6802,International,5,training,29.976598639455784,0.10421944409608841,938.6796875
6803,International,5,training,29.976598639455784,0.15106500685214996,938.65625
6854,Folk,2,training,30.002721088435376,0.08280682563781738,939.546875
6855,Folk,2,training,29.976598639455784,0.10451199859380722,938.7314453125
6856,Folk,2,training,30.002721088435376,0.1077546626329422,939.5458984375
6857,Folk,2,training,29.976598639455784,0.1108584925532341,704.1865234375
7011,Electronic,0,validation,29.976598639455784,0.18274958431720734,1172.8037109375
7373,Experimental,1,test,29.976598639455784,0.1709788590669632,704.0947265625
7374,Experimental,1,test,29.976598639455784,0.15502898395061493,704.0634765625
7375,Experimental,1,test,29.976598639455784,0.2858031392097473,704.0634765625
7376,Experimental,1,test,29.976598639455784,0.07835051417350769,704.0927734375
7377,Experimental,1,test,29.976598639455784,0.2763266861438751,704.0556640625
7378,Experimental,1,test,30.002721088435376,0.06425943225622177,704.7451171875
7379,Experimental,1,test,29.976598639455784,0.32678720355033875,704.07421875
7381,Experimental,1,test,30.002721088435376,0.09624148160219193,704.7275390625
7383,Experimental,1,test,30.002721088435376,0.12594346702098846,704.6826171875
7385,Experimental,1,test,29.976598639455784,0.24317814409732819,704.091796875
7386,Experimental,1,test,29.976598639455784,0.13864590227603912,704.1083984375
7388,Experimental,1,test,29.976598639455784,0.1252622902393341,704.1201171875
7391,Experimental,1,test,29.976598639455784,0.2997109889984131,704.0966796875
7393,Experimental,1,test,29.976598639455784,0.039914101362228394,704.123046875
7481,Hip-Hop,3,training,29.976598639455784,0.16154175996780396,469.5283203125
7482,Hip-Hop,3,training,30.002721088435376,0.13343490660190582,469.9453125
7483,Hip-Hop,3,training,30.002721088435376,0.18573562800884247,469.92578125
7487,Hip-Hop,3,training,29.976598639455784,0.15779367089271545,469.5302734375
7488,Hip-Hop,3,training,29.976598639455784,0.17414376139640808,469.5263671875
7489,Hip-Hop,3,training,29.976598639455784,0.24362745881080627,469.5546875
7490,Hip-Hop,3,training,29.976598639455784,0.17316612601280212,469.521484375
7491,Hip-Hop,3,training,30.002721088435376,0.3008289635181427,469.9326171875
7492,Hip-Hop,3,training,29.976598639455784,0.237652987241745,469.5224609375
7495,Rock,7,training,29.976598639455784,0.13634684681892395,938.2294921875
7526,Pop,6,training,29.976598639455784,0.17500318586826324,586.8798828125
7527,Pop,6,training,29.976598639455784,0.16900533437728882,586.8642578125
7528,Pop,6,training,30.002721088435376,0.1762925237417221,587.3662109375
7529,Pop,6,training,29.976598639455784,0.20016373693943024,586.861328125
7548,Experimental,1,training,29.976598639455784,0.14549829065799713,938.1826171875
7554,Experimental,1,training,30.002721088435376,0.17489098012447357,939.0
7709,Folk,2,training,29.976598639455784,0.03381902724504471,469.423828125
7710,Folk,2,training,30.002721088435376,0.04826800897717476,469.94921875
7711,Folk,2,training,29.976598639455784,0.05907677114009857,469.416015625
7712,Folk,2,training,30.002721088435376,0.029366686940193176,469.841796875
7713,Folk,2,training,30.002721088435376,0.03548481687903404,469.845703125
7872,Rock,7,training,29.976598639455784,0.1334221363067627,938.5244140625
8056,Rock,7,training,30.002721088435376,0.11778216809034348,939.490234375
8208,Rock,7,training,30.002721088435376,0.17152175307273865,939.458984375
8256,Folk,2,training,30.002721088435376,0.16233953833580017,939.3701171875
8259,Folk,2,training,30.002721088435376,0.18341335654258728,939.3251953125
8261,Folk,2,training,30.002721088435376,0.07095383107662201,939.296875
8345,Experimental,1,training,29.976598639455784,0.03184497356414795,938.4267578125
8357,Experimental,1,training,29.976598639455784,0.06001916527748108,938.501953125
8363,Experimental,1,training,30.002721088435376,0.1494341641664505,939.3330078125
8372,Experimental,1,training,30.002721088435376,0.11964014172554016,939.2861328125
8416,Experimental,1,training,29.976598639455784,0.14490331709384918,938.3818359375
9152,Experimental,1,training,30.002721088435376,0.22036899626255035,587.4189453125
9155,Experimental,1,test,30.002721088435376,0.10709848999977112,470.0380859375
9307,Experimental,1,training,30.002721088435376,0.12900976836681366,469.8125
9476,Experimental,1,training,29.976598639455784,0.021778589114546776,704.1201171875
9477,Experimental,1,training,29.976598639455784,0.3885006308555603,704.111328125
9491,Rock,7,training,30.002721088435376,0.3482673466205597,704.66015625
9505,Experimental,1,training,29.976598639455784,0.5204230546951294,704.10546875
9511,Rock,7,training,29.976598639455784,0.3324749767780304,938.5908203125
9512,International,5,training,29.976598639455784,0.19161520898342133,938.4765625
9513,Rock,7,training,30.002721088435376,0.2524402141571045,939.5068359375
9550,Rock,7,validation,29.988979591836735,0.305642306804657,938.8583984375
9553,Rock,7,validation,30.002721088435376,0.13855640590190887,939.4794921875
9555,Rock,7,validation,30.002721088435376,0.3277411162853241,939.3984375
9557,Rock,7,validation,29.976598639455784,0.1324680745601654,938.275390625
9559,Rock,7,validation,29.976598639455784,0.2581040859222412,938.6044921875
9560,Rock,7,validation,30.002721088435376,0.24731114506721497,939.091796875
9678,Experimental,1,training,30.002721088435376,0.22175078094005585,704.708984375
9721,Experimental,1,training,30.002721088435376,0.7029876112937927,704.814453125
